Child DCN,Child MOSIS ID,LastName,FirstName,MiddleName,GenerationCode,BirthDate,PostalCode,AddressCountyName,City,ResponsibleOrganizationIdentifier,RefSex.Description,RefRace.Description,HispanicLatinoEthnicity,FosterCareStartDate,FosterCareEndDate,ChildAbuseNeglect,RefLanguage.Description,HomelessnessStatus,MigrantStatus,RefParentMaritalStatus.Description,FamilyMemberIncarcerated,FamilyMemberSubstanceUseAbuse,LossOfParent,PercentOfFederalPovertyLevel,FamilyIncome,NumberOfPeopleInFamily,HouseholdMemberDepressedOrMentallyIll,WeightAtBirth,WeeksOfGestation,num_participation_episodes,total_attendance_days,num_enrollment_gaps,max_gap_days,has_gap_over_6mo,avg_attendance_days,num_screenings_completed,screening_completion_rate,num_immunizations,immunization_compliance_rate,missed_screening,has_disability,has_outcomes_data,avg_cos_rating,low_outcomes,homelessness_flag,migrant_flag,abuse_flag,incarcerated_flag,substance_flag,depression_flag,loss_parent_flag,in_foster_care,deep_poverty,num_household_stressors,stability_score,engagement_score,developmental_score,context_score,composite_risk_score,risk_tier,programs_enrolled,total_enrollments
2411,2411,Hoover,Margaret,Carla,,2018-09-03,64113,SHANNON,Lake Richard,96993,Female,White,No,,,False,English,False,False,Single,True,False,False,184,44439,6,False,3973,41,1,40,0,0,False,40.0,5,0.8333333333333334,19,1.0,False,False,True,5.0,False,False,False,False,True,False,False,False,True,False,1,20,45.83333333333333,0,25,22.458333333333332,Low,Early Intervention,1
2412,2412,Smith,John,Jason,,2019-02-27,65163,HOWARD,East Bradley,45463,Male,White,No,,,False,English,False,False,Divorced,False,False,False,148,32403,7,False,3499,38,1,160,0,0,False,160.0,4,0.6666666666666666,21,1.0,False,False,True,3.75,True,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,35,20,15.666666666666668,Low,Early Head Start,1
2413,2413,Cook,Kristie,Anna,,2019-09-15,64399,PULASKI,East Michaelview,85018,Female,White,No,,,False,English,False,False,Single,False,False,False,122,28704,7,False,3020,38,1,144,0,0,False,144.0,5,0.8333333333333334,18,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Childcare Subsidy,1
2414,2414,Baker,Tyler,,,2020-04-28,65418,STE. GENEVIEVE,South Louiston,103665,Not selected,White,No,,,False,English,False,False,Separated,False,False,False,374,52861,6,False,2034,42,1,165,0,0,False,165.0,6,1.0,21,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Child Care,1
2415,2415,French,Melissa,Denise,III,2020-07-15,63163,MADISON,Moralesland,62605,Female,White,No,,,False,English,False,False,Divorced,False,False,False,124,44136,7,False,3251,38,1,184,0,0,False,184.0,5,0.8333333333333334,19,1.0,False,False,True,3.75,True,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,35,20,14.208333333333332,Low,Early Head Start,1
2416,2416,Velazquez,Natalie,Stephanie,,2021-04-09,65059,MARION,Port Zacharyview,64042,Female,White,No,,,False,English,False,False,Separated,True,False,False,85,18156,4,False,3688,29,1,17,0,0,False,17.0,4,0.6666666666666666,15,1.0,False,False,True,3.0,True,False,False,False,True,False,False,False,True,True,1,20,51.66666666666667,35,50,37.66666666666667,High,Home Visiting,1
2417,2417,Williams,Laura,Kimberly,,2018-09-15,63162,CALDWELL,Port Richardside,13355,Female,White,No,,,False,English,False,False,Married,False,False,False,303,92800,2,False,3855,40,1,105,0,0,False,105.0,6,1.0,22,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Early Head Start,1
2418,2418,Gutierrez,Joseph,Scott,,2021-05-25,64685,CARROLL,Port Jeremymouth,17927,Not selected,White,No,,,False,English,False,False,Single,False,False,False,23,11145,6,False,3285,40,1,7,0,0,False,7.0,2,0.3333333333333333,13,1.0,True,False,True,3.25,True,False,False,False,False,False,False,False,True,True,0,20,63.333333333333336,35,45,39.583333333333336,High,Early Intervention,1
2419,2419,Valentine,Thomas,Mark,,2019-07-27,63681,SALINE,Jensenside,92284,Male,Black or African American,No,,,False,English,False,False,Single,False,False,False,306,82878,6,False,2916,42,3,180,0,0,False,60.0,6,1.0,20,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,0,40.0,0,20,14.0,Low,"Child Care, Early Intervention",3
2420,2420,Perkins,Rose,Holly,,2021-03-26,63113,CAMDEN,Collinshaven,15383,Not selected,Black or African American,No,,,False,English,False,False,Separated,True,False,False,305,78396,7,False,4363,40,2,86,0,0,False,43.0,5,0.8333333333333334,19,1.0,False,False,True,5.25,False,False,False,False,True,False,False,False,True,False,1,20,45.83333333333333,0,25,22.458333333333332,Low,"Home Visiting, First Steps",2
2421,2421,Davis,Erik,Steven,,2018-02-14,64827,VERNON,Briannamouth,109964,Male,White,No,,,False,English,True,False,Single,False,True,False,56,14468,3,True,3832,42,3,74,0,0,False,24.666666666666668,3,0.5,14,1.0,True,True,True,2.75,True,True,False,False,False,True,True,False,True,True,2,20,57.5,75,80,55.125,High,"First Steps, Early Intervention, Early Head Start",3
2422,2422,Taylor,Brandon,David,,2021-02-03,64148,SALINE,North Megan,92792,Not selected,Black or African American,No,,,False,English,False,False,Single,False,True,False,55,21008,4,False,3798,42,3,46,0,0,False,15.333333333333334,3,0.5,15,1.0,True,False,True,2.0,True,False,False,False,False,True,False,False,True,True,1,20,57.5,35,50,39.125,High,"First Steps, Home Visiting, Early Intervention",3
2423,2423,Mcfarland,Virginia,John,,2020-01-28,64226,ADAIR,West Danielfort,1626,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,276,70469,4,False,4485,39,1,166,0,0,False,166.0,6,1.0,20,1.0,False,True,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,0.0,40,20,14.0,Low,Child Care,1
2424,2424,Wall,Michael,Antonio,,2019-10-27,63830,COLE,Clarkmouth,26501,Male,Demographic Race Two or More Races,No,,,False,English,False,False,Married,True,False,False,6,17054,3,False,4130,40,3,245,0,0,False,81.66666666666667,4,0.6666666666666666,14,1.0,False,False,True,2.125,True,False,False,False,True,False,False,False,True,True,1,0,11.666666666666668,35,50,21.666666666666668,Low,"Childcare Subsidy, Early Intervention, Early Head Start",3
2425,2425,Garcia,William,Matthew,Jr.,2018-10-05,64130,RIPLEY,Markton,91729,Male,White,No,,,False,English,False,False,Single,True,False,False,356,55992,3,False,3085,34,2,163,0,0,False,81.5,6,1.0,19,1.0,False,False,True,5.75,False,False,False,False,True,False,False,False,True,False,1,0,0.0,0,25,5.0,Low,"Home Visiting, Early Head Start",2
2426,2426,Douglas,Adrian,Angel,,2020-03-03,64189,DENT,Lindsayport,33225,Not selected,Black or African American,No,,,False,English,False,False,Single,False,False,False,92,1247,2,False,4388,38,1,131,0,0,False,131.0,6,1.0,14,1.0,False,False,True,3.0,True,False,False,False,False,False,False,False,True,True,0,0,0.0,35,45,17.75,Low,Childcare Subsidy,1
2427,2427,Carter,Kevin,Christopher,,2018-08-02,64495,JACKSON,Lutzview,48496,Male,White,No,,,False,English,False,False,Divorced,False,False,False,83,31228,7,False,2369,39,2,145,0,0,False,72.5,5,0.8333333333333334,15,1.0,False,True,True,3.5,True,False,False,False,False,False,False,False,True,True,0,0,45.83333333333333,75,45,39.20833333333333,High,"Early Intervention, Early Head Start",2
2428,2428,Hawkins,Joy,,,2021-10-04,65294,MERCER,Reynoldschester,65500,Not selected,White,No,,,True,English,False,False,Single,False,False,False,70,19319,2,False,3677,39,1,66,0,0,False,66.0,3,0.5,10,0.8333333333333334,True,True,True,3.5,True,False,False,True,False,False,False,False,True,True,0,20,61.666666666666664,75,60,52.166666666666664,High,Early Head Start,1
2429,2429,Smith,Richard,Dennis,,2020-07-27,65895,MARIES,Leroystad,63804,Male,Asian,Yes,,,False,Spanish,False,False,Single,False,False,False,134,49351,2,False,4396,39,1,35,0,0,False,35.0,6,1.0,20,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,First Steps,1
2430,2430,Medina,Jeremy,,,2019-10-03,65073,MACON,New Shannonport,61199,Male,White,No,,,False,English,False,False,Separated,True,True,False,120,35456,6,False,2763,40,1,90,0,0,False,90.0,5,0.8333333333333334,15,1.0,False,False,True,4.0,False,False,False,False,True,True,False,False,True,False,2,20,5.833333333333332,0,30,13.458333333333332,Low,Childcare Subsidy,1
2431,2431,Lee,Vincent,,,2019-04-13,63416,WAYNE,South Davidstad,112258,Male,Race and Ethnicity Unknown,No,,,False,English,False,False,Married,False,False,False,330,83806,3,False,3246,41,2,282,0,0,False,141.0,6,1.0,21,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Child Care,2
2432,2432,Anderson,Richard,Patrick,,2020-09-06,65143,MONITEAU,Port Robert,68883,Not selected,White,No,,,False,English,False,False,Separated,False,False,False,378,53163,6,False,3562,38,2,164,0,0,False,82.0,5,0.8333333333333334,22,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,"Early Head Start, First Steps",2
2433,2433,Cook,Brian,Randy,,2019-10-06,65170,WEBSTER,Jeremyton,113484,Not selected,White,No,,,False,Arabic,False,False,Divorced,False,False,False,135,42583,5,False,2570,38,1,107,0,0,False,107.0,5,0.8333333333333334,16,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Child Care,1
2434,2434,Foley,Timothy,Jeffery,,2020-10-20,65256,MACON,East Edwinburgh,61471,Male,White,No,,,False,English,False,False,Separated,True,False,False,147,49989,5,False,4264,39,1,30,0,0,False,30.0,4,0.6666666666666666,18,1.0,False,False,True,4.0,False,False,False,False,True,False,False,False,True,False,1,20,51.66666666666667,0,25,23.916666666666668,Low,First Steps,1
2435,2435,Keith,Robert,Jeffrey,,2019-08-07,64847,COLE,Collinsberg,26151,Male,White,No,,,False,English,False,False,Single,False,False,False,180,55710,6,False,2832,37,5,374,0,0,False,74.8,4,0.6666666666666666,21,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,15,51.66666666666667,0,20,21.416666666666668,Low,"Early Intervention, Childcare Subsidy, State Pre-K, Early Head Start, First Steps",5
2436,2436,Garcia,Christina,Peter,,2018-03-12,63550,BATES,West Jenna,7616,Not selected,White,No,,,False,English,False,False,Married,False,False,False,279,96412,6,False,2388,40,1,182,0,0,False,182.0,6,1.0,22,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Early Head Start,1
2437,2437,Gordon,Jaime,William,,2019-07-27,64355,ADAIR,Amandahaven,1738,Male,Black or African American,No,,,True,German,False,False,Divorced,False,False,False,2,9651,4,False,3698,39,1,47,0,0,False,47.0,2,0.3333333333333333,9,0.75,True,False,True,2.5,True,False,False,True,False,False,False,False,True,True,0,20,69.58333333333334,35,60,44.145833333333336,High,Child Care,1
2438,2438,Strong,Wendy,Abigail,,2021-01-08,64577,WRIGHT,North Thomashaven,115078,Female,Black or African American,No,,,False,English,True,False,Single,False,False,False,75,35907,7,False,3036,37,1,191,0,0,False,191.0,5,0.8333333333333334,17,1.0,False,False,True,4.75,False,True,False,False,False,False,False,False,True,True,0,0,5.833333333333332,0,70,15.458333333333332,Low,Early Head Start,1
2439,2439,Hansen,Karen,Kathleen,,2020-08-19,64189,IRON,Port Christian,47331,Female,White,No,,,False,Spanish,False,False,Single,False,False,False,112,42599,4,False,4237,37,2,145,0,0,False,72.5,4,0.6666666666666666,18,1.0,False,False,True,3.0,True,False,False,False,False,False,False,False,True,False,0,0,51.66666666666667,35,20,25.666666666666668,Moderate,"Home Visiting, Early Head Start",2
2440,2440,Galvan,Stephen,Ian,,2021-09-26,64444,SCOTLAND,Port Joshuaberg,94502,Male,White,No,,,False,English,False,False,Single,False,True,False,23,20771,7,False,2692,40,3,150,2,158,False,50.0,6,1.0,11,0.9166666666666666,False,False,True,2.875,True,False,False,False,False,True,False,False,True,True,1,30,42.083333333333336,35,50,38.270833333333336,High,"Home Visiting, State Pre-K",3
2441,2441,Martin,Jason,Dennis,,2020-02-24,63672,CHARITON,Jonesville,21023,Male,White,No,,,False,English,False,False,Divorced,False,False,False,274,56271,3,False,4255,41,1,8,0,0,False,8.0,5,0.8333333333333334,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,0,20,21.458333333333332,Low,First Steps,1
2442,2442,Perez,Anthony,Joseph,,2019-10-13,65442,SHELBY,Petersonchester,97894,Male,American Indian or Alaska Native,No,,,False,English,False,False,Single,False,False,False,109,22442,3,False,3691,42,3,315,1,56,False,105.0,5,0.8333333333333334,19,1.0,False,False,True,4.416666666666667,False,False,False,False,False,False,False,False,True,False,0,15,5.833333333333332,0,20,9.958333333333332,Low,"Early Intervention, Head Start, Child Care",3
2443,2443,Goodwin,Kevin,James,Jr.,2020-08-17,65828,HENRY,South Angelaburgh,42226,Male,Black or African American,No,,,True,English,False,False,Divorced,False,False,False,72,37676,2,False,2444,38,3,418,0,0,False,139.33333333333334,4,0.6666666666666666,17,1.0,False,False,True,4.0,False,False,False,True,False,False,False,False,True,True,0,0,11.666666666666668,0,60,14.916666666666668,Low,"Child Care, Childcare Subsidy",3
2444,2444,Collins,Dennis,Jose,,2019-05-21,63389,CARROLL,Lake Angelabury,17062,Male,White,No,,,False,English,False,False,Divorced,False,False,False,382,48086,4,True,3533,37,1,15,0,0,False,15.0,6,1.0,22,1.0,False,False,True,6.0,False,False,False,False,False,False,True,False,True,False,1,20,40.0,0,25,21.0,Low,Early Intervention,1
2445,2445,Goodwin,Shawn,Ivan,,2020-11-04,63095,HENRY,Brandonchester,42681,Male,White,No,,,False,English,False,False,Separated,False,False,False,137,21952,5,False,3457,37,1,133,0,0,False,133.0,4,0.6666666666666666,19,1.0,False,False,True,3.0,True,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,35,20,15.666666666666668,Low,Child Care,1
2446,2446,Mcdonald,Matthew,Dustin,,2018-10-16,65018,DAVIESS,Port James,31934,Male,White,No,,,False,English,False,False,Divorced,False,False,False,178,64856,2,False,3659,39,3,247,0,0,False,82.33333333333333,5,0.8333333333333334,22,1.0,False,False,True,5.875,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,"First Steps, Child Care",3
2447,2447,Moore,Brian,Tony,,2020-09-24,63933,WEBSTER,Mitchellside,113984,Male,White,No,,,False,English,False,False,Divorced,False,False,False,64,31598,5,False,3627,38,2,140,0,0,False,70.0,5,0.8333333333333334,18,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,True,0,0,45.83333333333333,35,45,29.208333333333332,Moderate,"First Steps, Early Head Start",2
2448,2448,Fleming,Nancy,Vanessa,,2021-04-21,65742,PHELPS,South Samuelfurt,81378,Female,Asian,No,,,False,English,False,False,Single,False,False,False,245,67952,3,False,4365,40,5,429,1,80,False,85.8,6,1.0,22,1.0,False,False,True,5.125,False,False,False,False,False,False,False,False,True,False,0,30,0.0,0,20,13.0,Low,"First Steps, Head Start, Child Care",5
2449,2449,Carter,Dana,,,2021-02-02,64429,RIPLEY,South Geoffrey,91240,Female,White,No,,,False,English,False,False,Divorced,False,False,False,309,99366,5,True,3738,37,2,75,0,0,False,37.5,6,1.0,21,1.0,False,False,True,4.25,False,False,False,False,False,False,True,False,True,False,1,20,40.0,0,25,21.0,Low,"Home Visiting, Child Care",2
2450,2450,Cohen,Marissa,Amber,,2020-04-09,63407,MONITEAU,South Michaeltown,68265,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,255,93843,7,False,4188,38,3,411,0,0,False,137.0,5,0.8333333333333334,19,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,"Childcare Subsidy, Child Care, Head Start",3
2451,2451,Lawson,Bruce,Melanie,,2019-04-09,63738,HOLT,Riverston,44588,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,166,22916,2,False,2919,37,2,135,1,31,False,67.5,5,0.8333333333333334,17,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,15,45.83333333333333,0,20,19.958333333333332,Low,"Childcare Subsidy, Early Intervention",2
2452,2452,Hughes,Miguel,Cory,,2021-09-15,65148,PUTNAM,West Jennifer,86657,Male,White,No,,,False,English,False,False,Divorced,False,False,False,164,96055,5,False,1991,42,1,176,0,0,False,176.0,4,0.6666666666666666,22,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,0,20,6.916666666666667,Low,Child Care,1
2453,2453,Perez,Brianna,Lori,,2020-07-23,65117,LAFAYETTE,West Alexander,54581,Female,White,No,,,False,English,False,False,Single,False,False,False,244,93112,7,False,2522,39,1,171,0,0,False,171.0,6,1.0,22,1.0,False,False,True,5.75,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Childcare Subsidy,1
2454,2454,Yang,Scott,Richard,,2018-03-09,63781,CARTER,Lake Moniquemouth,18968,Male,White,No,,,True,English,False,False,Single,False,False,True,1,10769,4,True,3417,37,3,125,0,0,False,41.666666666666664,2,0.3333333333333333,15,1.0,True,False,True,2.75,True,False,False,True,False,False,True,True,True,True,2,0,63.333333333333336,35,70,38.583333333333336,High,"Childcare Subsidy, Home Visiting, Early Intervention",3
2455,2455,Stein,Donna,,,2020-12-25,64203,SHELBY,Reedburgh,97727,Female,White,No,,,False,English,False,False,Separated,False,False,False,241,48393,6,False,2805,34,3,288,2,101,False,96.0,6,1.0,20,1.0,False,False,True,4.125,False,False,False,False,False,False,False,False,True,False,0,30,0.0,0,20,13.0,Low,"Early Intervention, Child Care",3
2456,2456,Santiago,David,,,2018-02-05,63710,KNOX,Josechester,52050,Male,White,No,,,False,English,False,False,Single,False,False,False,196,31958,3,False,3252,37,2,41,0,0,False,20.5,3,0.5,17,1.0,True,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,20,57.5,0,20,24.375,Moderate,"Early Intervention, First Steps",2
2457,2457,Koch,Joseph,Robert,Jr.,2021-10-15,65387,RIPLEY,South Carrieborough,91268,Male,White,No,,,False,English,False,False,Separated,True,True,False,80,11358,4,False,2269,37,2,107,0,0,False,53.5,4,0.6666666666666666,18,1.0,False,False,True,3.5,True,False,False,False,True,True,False,False,True,True,2,0,51.66666666666667,35,55,32.66666666666667,Moderate,"Early Head Start, Childcare Subsidy",2
2458,2458,May,Richard,Brian,,2018-10-23,64476,LACLEDE,Johnville,53520,Male,White,No,2019-06-06,2020-06-22,False,English,False,False,Married,False,False,False,30,15249,6,False,2900,29,2,168,1,144,False,84.0,2,0.3333333333333333,11,0.9166666666666666,True,False,True,2.5,True,False,False,False,False,False,False,False,True,True,0,15,25.41666666666667,35,45,28.604166666666668,Moderate,"Child Care, First Steps",2
2459,2459,Guerrero,Joyce,Kathryn,,2021-09-06,64119,PULASKI,Larashire,85315,Female,White,No,2025-10-05,2026-02-26,False,English,False,False,Single,False,False,False,88,10249,6,True,1801,38,1,33,0,0,False,33.0,4,0.6666666666666666,13,1.0,False,False,True,3.25,True,False,False,False,False,False,True,False,True,True,1,20,51.66666666666667,35,50,37.66666666666667,High,First Steps,1
2460,2460,Frank,Vanessa,Allison,,2018-09-14,65805,MORGAN,West Victoriamouth,71403,Not selected,White,No,,,True,English,False,False,Single,False,False,False,16,12899,2,False,2425,42,1,37,0,0,False,37.0,5,0.8333333333333334,9,0.75,False,False,True,2.0,True,False,False,True,False,False,False,False,True,True,0,20,52.08333333333333,35,60,39.77083333333333,High,First Steps,1
2461,2461,Garcia,Jacqueline,Mary,,2021-08-21,64752,MONROE,Beckerview,69135,Not selected,Black or African American,No,,,False,English,False,False,Single,False,False,False,343,77272,6,False,3032,40,1,93,0,0,False,93.0,6,1.0,20,1.0,False,False,True,5.75,False,False,False,False,False,False,False,False,True,False,0,20,0.0,0,20,10.0,Low,Child Care,1
2462,2462,Daniel,Amanda,Ann,,2021-06-28,65372,TANEY,Pageburgh,107086,Female,White,No,,,False,English,False,False,Single,False,False,False,165,26342,5,False,3810,39,1,30,0,0,False,30.0,3,0.5,16,1.0,True,False,True,3.5,True,False,False,False,False,False,False,False,True,False,0,20,57.5,35,20,33.125,Moderate,First Steps,1
2463,2463,Wong,Rebecca,Marie,,2020-08-27,65848,BOLLINGER,Martinbury,9637,Not selected,White,No,,,False,English,False,False,Separated,False,False,False,355,83724,3,False,4085,37,3,303,1,420,True,101.0,6,1.0,20,1.0,False,False,True,5.375,False,False,False,False,False,False,False,False,True,False,0,40,0.0,0,20,16.0,Low,"Home Visiting, Head Start, Early Head Start",3
2464,2464,Rodriguez,Ricky,Chris,,2018-11-03,64690,LACLEDE,Johnsonburgh,53532,Male,White,No,,,False,English,False,False,Divorced,False,False,False,86,36206,6,False,4359,39,3,168,0,0,False,56.0,5,0.8333333333333334,13,1.0,False,False,True,3.25,True,False,False,False,False,False,False,False,True,True,0,0,45.83333333333333,35,45,29.208333333333332,Moderate,"Child Care, Home Visiting",3
2465,2465,Holmes,Lacey,Victoria,,2020-05-19,64067,BARTON,Lake Belindaborough,6071,Female,Demographic Race Two or More Races,No,,,False,English,False,False,Separated,True,False,False,14,15926,6,False,3275,38,3,196,0,0,False,65.33333333333333,4,0.6666666666666666,9,0.75,False,False,True,2.5,True,False,False,False,True,False,False,False,True,True,1,0,57.91666666666667,35,50,33.22916666666667,Moderate,"Early Intervention, Early Head Start, Child Care",3
2466,2466,Smith,Bryan,Robert,,2019-05-16,64319,JACKSON,East Pamela,48963,Male,White,No,,,False,English,False,False,Separated,True,False,True,14,5414,4,False,2788,38,1,87,0,0,False,87.0,3,0.5,13,1.0,True,False,True,1.5,True,False,False,False,True,False,False,True,True,True,2,20,17.5,35,55,30.125,Moderate,Childcare Subsidy,1
2467,2467,Hamilton,Melissa,Jasmin,,2021-11-15,65197,NEWTON,North Reneehaven,73228,Female,Black or African American,No,,,False,English,False,False,Married,False,False,False,196,21679,5,False,4191,39,2,119,0,0,False,59.5,5,0.8333333333333334,17,1.0,False,False,True,4.875,False,False,False,False,False,False,False,False,True,False,0,0,45.83333333333333,0,20,15.458333333333332,Low,"Childcare Subsidy, First Steps",2
2468,2468,Gillespie,Candice,Miranda,,2018-02-28,65876,BARTON,Espinozaville,6019,Not selected,White,No,,,False,English,False,False,Separated,False,True,False,117,36069,2,False,3651,33,1,79,0,0,False,79.0,4,0.6666666666666666,16,1.0,False,False,True,4.5,False,False,False,False,False,True,False,False,True,False,1,20,51.66666666666667,0,25,23.916666666666668,Low,Early Head Start,1
2469,2469,Watson,Bradley,Edward,,2019-03-13,65078,PERRY,West Bryanbury,79997,Male,White,No,,,False,English,False,False,Separated,False,False,False,238,56175,4,False,3421,36,2,46,0,0,False,23.0,6,1.0,22,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,Home Visiting,2
2470,2470,Flores,Donna,,,2018-03-16,65133,WEBSTER,Lake Sherry,113507,Female,White,No,,,False,English,False,False,Single,False,False,False,193,83941,4,False,4324,42,1,148,0,0,False,148.0,5,0.8333333333333334,20,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Childcare Subsidy,1
2471,2471,Hill,Paul,Richard,,2018-08-09,63868,DENT,East Leslie,33172,Male,White,No,,,False,English,False,False,Separated,False,False,False,104,30468,3,False,4348,40,2,81,0,0,False,40.5,6,1.0,20,1.0,False,False,True,3.0,True,False,False,False,False,False,False,False,True,False,0,20,40.0,35,20,28.75,Moderate,"Home Visiting, Head Start",2
2472,2472,Rhodes,William,Eugene,,2021-03-17,63180,JASPER,North Adamtown,49792,Male,White,No,,,False,English,False,False,Married,False,False,False,318,74196,7,False,4357,37,3,189,0,0,False,63.0,5,0.8333333333333334,20,1.0,False,True,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,45.83333333333333,40,20,25.458333333333332,Moderate,"Home Visiting, First Steps, Child Care",3
2473,2473,Smith,Karen,Sabrina,,2019-01-20,65352,BUCHANAN,Sherryshire,11727,Not selected,White,No,,,False,English,False,False,Separated,True,False,False,18,9174,6,False,3925,41,2,124,0,0,False,62.0,5,0.8333333333333334,12,1.0,False,True,True,2.625,True,False,False,False,True,False,False,False,True,True,1,0,45.83333333333333,75,50,40.20833333333333,High,"Child Care, First Steps",2
2474,2474,Leach,Mary,Mark,,2018-10-08,65482,SULLIVAN,South Ryanfurt,106181,Not selected,White,No,,,False,English,False,False,Single,False,False,False,171,63061,3,False,3501,38,1,10,0,0,False,10.0,6,1.0,21,1.0,False,False,True,6.25,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,Home Visiting,1
2475,2475,Holland,Brandon,Adam,,2019-03-26,64445,RALLS,Kerryland,87381,Male,White,No,,,False,English,False,False,Single,False,True,False,106,36140,4,False,2941,37,4,264,1,231,True,66.0,6,1.0,17,1.0,False,False,True,3.6666666666666665,True,False,False,False,False,True,False,False,True,False,1,55,40.0,35,25,40.25,High,"Early Head Start, Child Care, State Pre-K, First Steps",4
2476,2476,Bender,Michele,Stephanie,,2021-05-12,63143,LINCOLN,Aaronmouth,57363,Female,White,No,,,False,English,False,False,Married,False,False,False,315,50691,4,False,2535,37,1,132,0,0,False,132.0,5,0.8333333333333334,19,1.0,False,False,True,6.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Child Care,1
2477,2477,Nielsen,Brian,Lucas,,2020-02-25,64806,DALLAS,Kelseyfort,30198,Male,White,No,,,False,English,False,False,Single,False,False,False,182,53670,2,False,4469,40,3,333,1,386,True,111.0,5,0.8333333333333334,20,1.0,False,False,True,5.583333333333333,False,False,False,False,False,False,False,False,True,False,0,40,5.833333333333332,0,20,17.458333333333332,Low,"Early Intervention, Head Start, Early Head Start",3
2478,2478,Hoffman,Luis,Jacob,,2021-07-08,65227,GASCONADE,South Robert,37985,Male,White,No,,,False,English,False,False,Divorced,False,False,False,180,48016,2,False,4486,37,1,25,0,0,False,25.0,4,0.6666666666666666,18,1.0,False,True,True,3.75,True,False,False,False,False,False,False,False,True,False,0,20,51.66666666666667,75,20,41.66666666666667,High,First Steps,1
2479,2479,Swanson,Julian,James,,2020-10-21,64815,CASS,Mooremouth,19378,Male,American Indian or Alaska Native,No,,,False,English,False,False,Divorced,False,False,False,278,93779,5,False,4213,39,1,27,0,0,False,27.0,5,0.8333333333333334,20,1.0,False,True,True,4.75,False,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,40,20,31.458333333333332,Moderate,Early Intervention,1
2480,2480,Grant,Allison,Amber,,2019-03-08,63400,SULLIVAN,South Allisonfort,106678,Not selected,White,No,,,False,English,False,False,Married,False,False,False,68,31106,6,False,4291,38,5,343,0,0,False,68.6,4,0.6666666666666666,17,1.0,False,True,True,2.8333333333333335,True,False,False,False,False,False,False,False,True,True,0,15,51.66666666666667,75,45,45.16666666666667,High,"Home Visiting, Child Care",5
2481,2481,Pratt,Angel,Amanda,,2021-06-20,64154,ADAIR,Whitemouth,1467,Female,American Indian or Alaska Native,No,,,False,English,True,False,Married,False,False,False,361,79618,6,False,3441,38,4,275,0,0,False,68.75,4,0.6666666666666666,21,1.0,False,False,True,4.666666666666667,False,True,False,False,False,False,False,False,True,False,0,15,51.66666666666667,0,45,26.416666666666668,Moderate,"Early Intervention, Early Head Start, Childcare Subsidy",4
