Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate,RelatedPerson HighestEducationLevel
0000002981,002981,Foster mother,Black,Anna,Cynthia,,1997-03-15,65164,MONROE,West Brandyborough,Female,No,Unemployed,2023-07-29,High school diploma or equivalent
0000002981,002981,Court appointed guardian,Adams,John,Raymond,,1992-03-06,65164,MONROE,West Brandyborough,Male,No,Unemployed,2024-02-20,"Some college, no degree"
0000002982,002982,Stepmother,Rangel,Deanna,,,1980-11-06,63556,DENT,Laneville,Female,No,Employed,2026-03-03,Bachelor's degree
0000002983,002983,Foster father,Duffy,Joseph,,,1994-07-30,64298,HENRY,Hamiltonbury,Male,Yes,Employed,2025-09-19,No high school diploma
0000002983,002983,Court appointed guardian,Serrano,Sean,Nathan,,1975-09-09,64298,HENRY,Hamiltonbury,Male,Yes,Employed,2025-01-01,"Some college, no degree"
0000002984,002984,Stepfather,Hart,Jason,Stephen,,1997-08-27,63180,RAY,Avilamouth,Male,No,Employed,2026-01-20,High school diploma or equivalent
0000002985,002985,Foster mother,Green,Anna,Claire,,1977-05-24,65013,OREGON,Danielbury,Female,No,Employed,2024-10-28,Bachelor's degree
0000002985,002985,Foster Parent,Jackson,John,,,1999-05-18,65013,OREGON,Danielbury,Male,Yes,Employed,2022-10-25,Bachelor's degree
0000002986,002986,Mother,Moore,Nicole,Nicole,,1985-01-20,65018,HARRISON,Whiteland,Female,No,Employed,2022-08-29,Associate's degree
0000002987,002987,Foster father,Wilson,Joshua,Steven,,2003-08-04,65100,BUCHANAN,West Theresashire,Male,No,Employed,2022-12-21,High school diploma or equivalent
0000002988,002988,Adoptive parent,Beck,William,,,2008-01-01,64226,CLARK,Fostermouth,Male,No,Employed,2021-06-27,Associate's degree
0000002988,002988,Foster Parent,Taylor,Jerry,David,,1998-10-07,64226,CLARK,Fostermouth,Male,Yes,Employed,2024-06-07,"Some college, no degree"
0000002989,002989,Grandfather,Skinner,William,Colin,,1985-12-10,63709,BUTLER,Tiffanyshire,Male,No,Employed,2021-11-20,High school diploma or equivalent
0000002989,002989,Father,Newman,Mark,Michael,,1994-06-26,63709,BUTLER,Tiffanyshire,Male,No,Employed,2021-09-26,"Some college, no degree"
0000002990,002990,Father,Brooks,Aaron,Peter,,2005-03-07,63599,RANDOLPH,Sharphaven,Male,Yes,Employed,2025-01-16,Bachelor's degree
0000002990,002990,Grandmother,Chavez,Jo,Emily,,1984-05-21,63599,RANDOLPH,Sharphaven,Female,Yes,Employed,2022-12-13,No high school diploma
0000002991,002991,Grandmother,Santos,Stacy,,,1993-02-28,64311,BENTON,Chaneychester,Female,Yes,Not in Labor Force,2026-03-09,Graduate or professional degree
0000002991,002991,Father,Barnes,Albert,,,1986-07-11,64311,BENTON,Chaneychester,Male,No,Unemployed,2022-02-26,Bachelor's degree
0000002992,002992,Stepmother,Williams,Crystal,Sandra,,2000-07-12,63499,CARROLL,Lake Jenniferville,Female,Yes,Employed,2023-04-14,High school diploma or equivalent
0000002993,002993,Court appointed guardian,Campos,Ryan,Dakota,,1978-12-20,63793,PEMISCOT,Port Christian,Male,No,Employed,2021-10-07,"Some college, no degree"
0000002993,002993,Uncle,Brown,Brent,James,,1972-06-27,63793,PEMISCOT,Port Christian,Male,Yes,Employed,2025-07-11,Bachelor's degree
0000002994,002994,Foster father,Murphy,Lawrence,,,1978-01-14,65893,SHANNON,West Jonathonshire,Male,Yes,Employed,2021-04-22,High school diploma or equivalent
0000002995,002995,Mother,Moore,Carolyn,,,1998-09-30,64373,WARREN,East Jamie,Female,No,Employed,2023-11-26,"Some college, no degree"
0000002995,002995,Grandfather,Robinson,Steve,,,1979-04-26,64373,WARREN,East Jamie,Male,No,Employed,2021-06-14,"Some college, no degree"
0000002996,002996,Mother,Williams,Jennifer,,,1996-05-08,63194,ANDREW,Rebeccamouth,Female,No,Part-time,2025-12-02,High school diploma or equivalent
0000002996,002996,Court appointed guardian,Woods,Jonathan,,,1996-02-28,63194,ANDREW,Rebeccamouth,Male,Yes,Employed,2024-03-22,Bachelor's degree
0000002997,002997,Grandfather,Nguyen,James,John,,1975-09-01,65427,ST. LOUIS CITY,West Justin,Male,No,Employed,2023-03-16,High school diploma or equivalent
0000002997,002997,Foster mother,Jackson,Kelly,Elizabeth,,2001-11-12,65427,ST. LOUIS CITY,West Justin,Female,No,Employed,2024-03-01,"Some college, no degree"
0000002998,002998,Stepmother,Wyatt,Regina,,,1999-11-13,63201,BARTON,Heatherborough,Female,No,Employed,2024-04-17,High school diploma or equivalent
0000002998,002998,Aunt,Harris,Pamela,Melissa,,2004-10-11,63201,BARTON,Heatherborough,Female,No,Employed,2024-04-09,Associate's degree
0000002999,002999,Court appointed guardian,Myers,Shawn,,,1988-04-10,64759,GENTRY,Melissafurt,Male,No,Part-time,2025-02-24,High school diploma or equivalent
0000002999,002999,Foster Parent,Oliver,Timothy,Jack,,2000-12-08,64759,GENTRY,Melissafurt,Male,No,Unemployed,2022-11-19,High school diploma or equivalent
0000003000,003000,Foster father,Mcbride,James,,,1998-05-26,63725,BENTON,West Anneside,Male,No,Employed,2022-08-29,"Some college, no degree"
0000003001,003001,Stepmother,Martinez,Michele,Jennifer,,2001-10-15,64942,BENTON,Karenland,Female,No,Employed,2023-06-24,Associate's degree
0000003001,003001,Grandmother,Fox,Angela,,,1993-02-15,64942,BENTON,Karenland,Female,No,Employed,2024-06-02,Associate's degree
0000003002,003002,Foster mother,Woods,Brooke,Jennifer,,1973-08-14,65540,WARREN,Karenfurt,Female,Yes,Not in Labor Force,2023-05-12,No high school diploma
0000003002,003002,Uncle,Gonzales,Kevin,Jason,,1977-04-15,65540,WARREN,Karenfurt,Male,No,Employed,2021-12-01,High school diploma or equivalent
0000003003,003003,Aunt,Day,Mia,,,1994-11-17,63080,TANEY,North David,Female,No,Unemployed,2025-10-10,"Some college, no degree"
0000003004,003004,Grandmother,Shepherd,Victoria,Leah,,1981-07-19,64602,SALINE,Briannaview,Female,No,Employed,2023-08-21,No high school diploma
0000003004,003004,Uncle,Johnson,Omar,,,1980-11-06,64602,SALINE,Briannaview,Male,No,Employed,2022-05-02,High school diploma or equivalent
0000003005,003005,Uncle,Simon,Danny,Tyler,,1984-12-03,64213,JOHNSON,Danielleshire,Male,Yes,Employed,2025-02-16,Bachelor's degree
0000003005,003005,Adoptive parent,Graham,Jesus,Brian,,1987-09-11,64213,JOHNSON,Danielleshire,Male,No,Employed,2021-12-15,Bachelor's degree
0000003006,003006,Foster father,Sanchez,Robert,,,1985-10-06,64657,BOLLINGER,East Randall,Male,Yes,Employed,2025-09-25,High school diploma or equivalent
0000003007,003007,Grandfather,Johnson,Paul,Daniel,,1987-11-26,64574,PHELPS,Andersonchester,Male,Yes,Employed,2023-11-10,Bachelor's degree
0000003007,003007,Grandmother,Robinson,Tiffany,Christine,,1999-07-09,64574,PHELPS,Andersonchester,Female,No,Not in Labor Force,2024-11-03,"Some college, no degree"
0000003008,003008,Court appointed guardian,Porter,Kevin,Billy,,1998-11-21,64713,VERNON,Kingville,Male,Yes,Part-time,2024-07-11,No high school diploma
0000003008,003008,Stepmother,Flores,Holly,,,1986-02-13,64713,VERNON,Kingville,Female,No,Employed,2024-04-25,"Some college, no degree"
0000003009,003009,Stepmother,Oliver,Angela,Kathy,,1987-06-15,63491,LAWRENCE,South Lindseybury,Female,Yes,Employed,2025-09-11,"Some college, no degree"
0000003010,003010,Stepmother,Moore,Ashley,Janet,,1984-10-06,65701,OREGON,Leslieberg,Female,No,Part-time,2026-01-16,"Some college, no degree"
0000003011,003011,Father,Brown,Kenneth,,,1988-05-06,63057,RALLS,Port Martin,Male,No,Employed,2022-04-21,No high school diploma
0000003012,003012,Grandfather,Williams,Patrick,Bruce,,2002-04-24,64161,LINCOLN,New Danielleport,Male,Yes,Employed,2025-03-10,Graduate or professional degree
0000003013,003013,Stepmother,Alexander,Marcia,Julia,,1981-07-25,65454,RANDOLPH,Littleview,Female,No,Employed,2025-02-09,Bachelor's degree
0000003014,003014,Father,Figueroa,Jason,,,1983-04-01,65307,SCHUYLER,East Tara,Male,Yes,Part-time,2026-03-03,High school diploma or equivalent
0000003015,003015,Aunt,Jensen,Amanda,Elizabeth,,1980-02-16,64866,OREGON,Isabellaside,Female,No,Employed,2024-12-29,Bachelor's degree
0000003016,003016,Stepfather,Costa,Phillip,Kevin,,1992-06-14,65783,OZARK,Kelseyfort,Male,No,Employed,2025-06-21,High school diploma or equivalent
0000003017,003017,Grandmother,Allison,Jennifer,Wendy,,1973-12-22,65514,HARRISON,East Nicole,Female,Yes,Employed,2025-06-25,High school diploma or equivalent
0000003018,003018,Court appointed guardian,Park,Sean,Terry,,1993-05-15,63070,RANDOLPH,West Moniqueton,Male,No,Unemployed,2021-05-29,Associate's degree
0000003019,003019,Stepfather,Roberts,Jeremy,Stephen,,1975-04-02,65563,SHELBY,Hillhaven,Male,No,Employed,2023-03-05,"Some college, no degree"
0000003019,003019,Father,Roberts,William,,,1984-10-08,65563,SHELBY,Hillhaven,Male,No,Employed,2024-06-10,"Some college, no degree"
0000003020,003020,Adoptive parent,Oconnor,Stephen,,,1988-10-28,64950,WRIGHT,Port Joanne,Male,No,Part-time,2025-05-06,High school diploma or equivalent
0000003021,003021,Court appointed guardian,Brooks,David,,,1978-12-16,64191,DENT,Taylorburgh,Male,No,Unemployed,2023-01-24,Bachelor's degree
0000003021,003021,Aunt,Powell,Karen,,,1970-11-28,64191,DENT,Taylorburgh,Female,Yes,Employed,2025-03-20,High school diploma or equivalent
0000003022,003022,Father,Martinez,Isaiah,Adam,,1970-07-20,65002,ADAIR,West Kevin,Male,No,Employed,2024-01-01,Associate's degree
0000003022,003022,Mother,Martinez,Ashley,Christina,,1989-08-07,65002,ADAIR,West Kevin,Female,Yes,Employed,2025-02-09,Associate's degree
0000003023,003023,Foster mother,Davis,Laura,,,1987-09-01,64849,BUCHANAN,Christophershire,Female,Yes,Employed,2025-10-14,High school diploma or equivalent
0000003023,003023,Uncle,Brewer,Riley,,,1970-05-18,64849,BUCHANAN,Christophershire,Male,Yes,Employed,2026-02-18,No high school diploma
0000003024,003024,Grandmother,Galloway,Maria,Linda,,1988-07-29,65839,MONROE,Port Danielburgh,Female,Yes,Employed,2024-05-30,Bachelor's degree
0000003024,003024,Grandfather,Barber,Kevin,Jonathan,,1996-01-25,65839,MONROE,Port Danielburgh,Male,Yes,Employed,2021-10-27,High school diploma or equivalent
0000003025,003025,Mother,Sullivan,Kelli,Jacqueline,,1997-01-16,64969,IRON,Sethside,Female,No,Employed,2023-04-11,High school diploma or equivalent
0000003025,003025,Aunt,Clay,Debbie,,,1991-03-12,64969,IRON,Sethside,Female,No,Employed,2021-03-22,No high school diploma
0000003026,003026,Mother,King,Stefanie,Kristina,,1975-09-16,63491,DEKALB,Lake Alexander,Female,No,Employed,2025-09-25,High school diploma or equivalent
0000003027,003027,Stepfather,Martin,Christopher,Eric,,2002-03-01,63461,DUNKLIN,Christophershire,Male,No,Employed,2023-05-16,High school diploma or equivalent
0000003028,003028,Mother,Jacobs,Valerie,,,1985-11-28,63301,CALLAWAY,Fostermouth,Female,Yes,Employed,2021-08-31,"Some college, no degree"
0000003028,003028,Foster father,Howard,Michael,,,1986-08-28,63301,CALLAWAY,Fostermouth,Male,No,Employed,2023-04-02,Bachelor's degree
0000003029,003029,Father,Sellers,Clifford,,,1985-07-15,63568,SULLIVAN,Mariaton,Male,Yes,Unemployed,2026-01-27,"Some college, no degree"
0000003030,003030,Court appointed guardian,Evans,Robert,,,1978-07-04,64715,RIPLEY,Deborahtown,Male,No,Not in Labor Force,2025-04-08,No high school diploma
0000003030,003030,Stepmother,Jones,Christina,Nicole,,1976-11-16,64715,RIPLEY,Deborahtown,Female,Yes,Unemployed,2026-02-18,Associate's degree
0000003031,003031,Grandmother,Johnson,Megan,Kelly,,1992-03-02,63727,CHRISTIAN,East Nathan,Female,No,Unemployed,2021-10-18,Bachelor's degree
0000003031,003031,Aunt,Wu,Patricia,,,1973-02-27,63727,CHRISTIAN,East Nathan,Female,Yes,Employed,2023-03-26,High school diploma or equivalent
0000003032,003032,Stepmother,Evans,Dawn,Kristin,,1987-03-23,63447,GRUNDY,Davisshire,Female,No,Employed,2026-01-31,Associate's degree
0000003033,003033,Mother,Barnes,Elizabeth,,,1987-02-02,65773,LEWIS,New Douglasfort,Female,Yes,Part-time,2025-05-25,"Some college, no degree"
0000003033,003033,Father,Barnes,Keith,Troy,,2006-05-09,65773,LEWIS,New Douglasfort,Male,No,Unemployed,2024-08-07,High school diploma or equivalent
0000003034,003034,Foster father,Johnson,Michael,Shawn,,2001-01-30,64762,HENRY,Guerraton,Male,Yes,Employed,2022-10-25,Associate's degree
0000003035,003035,Father,Anderson,John,Anthony,,1993-10-11,63605,LINCOLN,Jefferyhaven,Male,Yes,Employed,2023-05-16,High school diploma or equivalent
0000003035,003035,Stepmother,Anderson,Sarah,Jasmine,,1982-08-25,63605,LINCOLN,Jefferyhaven,Female,No,Employed,2021-11-29,Bachelor's degree
0000003036,003036,Aunt,Wheeler,Tiffany,Julia,,1979-10-02,63563,JOHNSON,Thompsonview,Female,No,Part-time,2023-07-25,Associate's degree
0000003036,003036,Father,Nguyen,Jonathan,Ryan,,1973-02-28,63563,JOHNSON,Thompsonview,Male,Yes,Employed,2023-05-09,"Some college, no degree"
0000003037,003037,Foster Parent,Hobbs,Joshua,John,,1974-07-23,65468,CLINTON,Lake Daniel,Male,Yes,Employed,2025-12-05,"Some college, no degree"
0000003037,003037,Mother,Thomas,Alyssa,Angela,,1987-03-24,65468,CLINTON,Lake Daniel,Female,No,Not in Labor Force,2023-07-24,"Some college, no degree"
0000003038,003038,Foster father,Williams,James,Todd,Sr.,1977-01-02,63450,CHRISTIAN,Justinland,Male,Yes,Employed,2021-04-10,"Some college, no degree"
0000003038,003038,Adoptive parent,Graves,Matthew,David,,1981-11-28,63450,CHRISTIAN,Justinland,Male,No,Not in Labor Force,2021-11-09,Graduate or professional degree
0000003039,003039,Foster Parent,Cooper,Jorge,Chad,,1977-01-26,65520,CAMDEN,Baileyport,Male,No,Employed,2021-05-09,High school diploma or equivalent
0000003040,003040,Mother,Marshall,Emily,Carmen,,1980-01-31,63779,BATES,Millsfort,Female,No,Part-time,2022-11-20,Associate's degree
0000003040,003040,Stepmother,Marshall,Michele,,,1977-04-09,63779,BATES,Millsfort,Female,No,Employed,2024-05-02,Associate's degree
0000003041,003041,Aunt,Khan,Brittany,,,1971-02-01,63653,AUDRAIN,Port John,Female,No,Not in Labor Force,2023-01-04,Graduate or professional degree
0000003041,003041,Foster mother,Lucas,Zoe,,,1971-03-17,63653,AUDRAIN,Port John,Female,Yes,Employed,2022-06-20,High school diploma or equivalent
0000003042,003042,Adoptive parent,Cobb,Bobby,Collin,,1982-11-15,64655,BOONE,Nicholeland,Male,No,Employed,2022-12-12,"Some college, no degree"
0000003042,003042,Foster Parent,Edwards,Gary,,,1987-02-07,64655,BOONE,Nicholeland,Male,Yes,Employed,2023-02-25,"Some college, no degree"
0000003043,003043,Foster father,Austin,Jason,,,1978-07-30,65776,GRUNDY,North Maryfort,Male,No,Employed,2022-09-20,Graduate or professional degree
0000003043,003043,Court appointed guardian,Poole,Lance,Franklin,,1995-01-31,65776,GRUNDY,North Maryfort,Male,Yes,Part-time,2022-02-01,High school diploma or equivalent
0000003044,003044,Grandfather,Lamb,Charles,Timothy,,1984-04-17,65801,HARRISON,North Nicole,Male,Yes,Employed,2026-01-26,High school diploma or equivalent
0000003045,003045,Foster Parent,Alvarado,Christian,Warren,Sr.,1977-06-27,64403,MONITEAU,Christianfort,Male,No,Employed,2025-09-14,High school diploma or equivalent
0000003046,003046,Court appointed guardian,Gonzalez,Dustin,,,1970-08-03,63325,OREGON,New Madison,Male,Yes,Unemployed,2021-09-16,Bachelor's degree
0000003047,003047,Uncle,Mason,David,Christopher,,1984-02-14,63728,WORTH,Morganside,Male,No,Employed,2023-11-06,High school diploma or equivalent
0000003048,003048,Court appointed guardian,Greene,Marco,Jesse,,1992-05-11,63829,HOWARD,South Anita,Male,No,Employed,2026-03-13,No high school diploma
0000003048,003048,Grandfather,Harmon,Jason,Kenneth,,1974-07-11,63829,HOWARD,South Anita,Male,Yes,Part-time,2024-01-14,High school diploma or equivalent
0000003049,003049,Adoptive parent,Jones,Daniel,Ryan,,1980-01-03,64562,MARION,Bryantown,Male,Yes,Employed,2024-02-05,No high school diploma
0000003049,003049,Stepfather,Black,Johnny,Matthew,,1978-09-14,64562,MARION,Bryantown,Male,Yes,Employed,2023-04-26,No high school diploma
0000003050,003050,Uncle,Huber,Jeff,,,1972-04-04,65714,BOONE,Conniemouth,Male,Yes,Not in Labor Force,2026-01-03,Bachelor's degree
0000003050,003050,Grandfather,Lam,Michael,,,1987-12-15,65714,BOONE,Conniemouth,Male,No,Employed,2022-10-10,"Some college, no degree"
0000003051,003051,Grandmother,Lopez,Tanya,,,1974-01-09,64511,CALLAWAY,Jimmyshire,Female,Yes,Employed,2024-06-05,Associate's degree
0000003051,003051,Uncle,Boone,Joe,,,1993-09-08,64511,CALLAWAY,Jimmyshire,Male,No,Employed,2021-05-22,High school diploma or equivalent
0000003052,003052,Stepfather,Norman,Corey,Michael,,1998-06-12,64543,JEFFERSON,Fergusonview,Male,Yes,Not in Labor Force,2022-11-14,High school diploma or equivalent
0000003052,003052,Adoptive parent,Collier,Nathan,Jonathon,,1983-02-28,64543,JEFFERSON,Fergusonview,Male,Yes,Not in Labor Force,2024-11-09,High school diploma or equivalent
0000003053,003053,Uncle,Hood,David,Christopher,,1987-05-14,64446,MARION,Mclaughlinport,Male,No,Employed,2025-12-19,High school diploma or equivalent
0000003053,003053,Stepfather,Holland,David,Patrick,,1987-10-14,64446,MARION,Mclaughlinport,Male,Yes,Not in Labor Force,2025-01-05,Graduate or professional degree
0000003054,003054,Foster father,Hall,Johnny,,,1989-09-24,65892,COOPER,South Brett,Male,No,Employed,2025-07-17,Bachelor's degree
0000003055,003055,Court appointed guardian,Contreras,David,Brandon,,2001-02-03,63408,CHARITON,Natalieview,Male,No,Part-time,2022-01-11,"Some college, no degree"
0000003056,003056,Adoptive parent,Butler,Terry,Raymond,,1996-04-07,63921,CEDAR,South Angela,Male,Yes,Employed,2025-11-28,High school diploma or equivalent
0000003056,003056,Grandmother,Martinez,Stacie,Madison,,1970-07-05,63921,CEDAR,South Angela,Female,Yes,Employed,2022-07-11,High school diploma or equivalent
0000003057,003057,Mother,Hopkins,Brandi,,,1978-01-02,64039,POLK,New Nathanhaven,Female,No,Unemployed,2021-11-28,High school diploma or equivalent
0000003057,003057,Uncle,Horton,Adrian,Steven,,1996-02-29,64039,POLK,New Nathanhaven,Male,No,Employed,2026-02-06,High school diploma or equivalent
0000003058,003058,Grandfather,Brooks,Jackson,,,1996-08-31,64438,GASCONADE,South Thomas,Male,No,Employed,2024-09-04,High school diploma or equivalent
0000003058,003058,Court appointed guardian,Green,Todd,,,1988-09-01,64438,GASCONADE,South Thomas,Male,No,Employed,2021-07-16,No high school diploma
0000003059,003059,Adoptive parent,Merritt,Daryl,Scott,,1972-08-15,64511,SCHUYLER,Matthewmouth,Male,Yes,Part-time,2022-08-18,Graduate or professional degree
0000003059,003059,Stepfather,Waters,Matthew,,,1985-04-14,64511,SCHUYLER,Matthewmouth,Male,No,Employed,2022-10-12,Bachelor's degree
0000003060,003060,Foster Parent,Miles,Steven,Daniel,,1973-06-03,65311,NODAWAY,West Robert,Male,Yes,Part-time,2024-05-06,No high school diploma
0000003061,003061,Stepmother,Perez,Ashley,,,2003-09-30,63342,MACON,South Joseph,Female,No,Not in Labor Force,2021-07-21,High school diploma or equivalent
0000003061,003061,Uncle,Thompson,Timothy,Sean,,1978-10-19,63342,MACON,South Joseph,Male,No,Employed,2021-10-13,Bachelor's degree
0000003062,003062,Grandfather,Moore,Kevin,Kenneth,,2007-06-30,63301,MCDONALD,Wadetown,Male,No,Employed,2025-04-04,No high school diploma
0000003063,003063,Adoptive parent,Ford,Michael,William,,1972-01-19,65226,HOWELL,East Jessica,Male,No,Part-time,2022-11-04,Bachelor's degree
0000003063,003063,Grandmother,Williams,Michelle,Michelle,,1982-10-30,65226,HOWELL,East Jessica,Female,Yes,Employed,2023-02-14,"Some college, no degree"
0000003064,003064,Grandmother,Martinez,Victoria,,,1987-04-08,65524,WAYNE,Kimberlytown,Female,Yes,Part-time,2023-08-27,No high school diploma
0000003064,003064,Stepfather,Andrews,Devin,,,1985-01-24,65524,WAYNE,Kimberlytown,Male,Yes,Employed,2025-05-22,High school diploma or equivalent
0000003065,003065,Grandfather,Rivera,John,,,1974-08-26,65743,PERRY,New Kathleen,Male,No,Employed,2026-02-25,Associate's degree
0000003066,003066,Foster mother,Lee,Catherine,,,1997-03-08,65805,JOHNSON,New Robert,Female,Yes,Employed,2025-10-08,Bachelor's degree
0000003066,003066,Aunt,Donovan,Shannon,,,2000-10-04,65805,JOHNSON,New Robert,Female,Yes,Employed,2025-05-16,Bachelor's degree
0000003067,003067,Aunt,Bartlett,Tanya,,,1991-03-01,65358,OSAGE,Archertown,Female,No,Employed,2024-05-29,"Some college, no degree"
0000003068,003068,Mother,Gamble,Lauren,,,1975-03-16,63968,STONE,Melanieport,Female,No,Not in Labor Force,2023-09-23,High school diploma or equivalent
0000003069,003069,Uncle,Jones,Andrew,Christian,,1978-09-27,64168,NODAWAY,Deborahside,Male,Yes,Part-time,2025-08-06,High school diploma or equivalent
0000003069,003069,Aunt,French,Amanda,Mary,,1971-10-14,64168,NODAWAY,Deborahside,Female,No,Part-time,2024-06-12,Bachelor's degree
0000003070,003070,Adoptive parent,Crawford,Jose,Wesley,,1993-09-29,63631,COLE,Johnsonfurt,Male,No,Employed,2022-03-05,High school diploma or equivalent
0000003070,003070,Mother,Lin,Jennifer,,,1989-05-09,63631,COLE,Johnsonfurt,Female,Yes,Not in Labor Force,2022-02-21,Bachelor's degree
0000003071,003071,Court appointed guardian,Berry,Donald,Caleb,,2001-08-09,64848,POLK,Hinesshire,Male,No,Employed,2024-04-12,Associate's degree
0000003071,003071,Father,Farmer,Michael,,,2008-01-19,64848,POLK,Hinesshire,Male,Yes,Unemployed,2023-11-22,Bachelor's degree
0000003072,003072,Mother,Wells,Gabriella,Kimberly,,1989-03-06,63363,NEW MADRID,Port Mary,Female,Yes,Employed,2024-10-22,"Some college, no degree"
0000003072,003072,Father,Wells,Bryan,,,2004-07-25,63363,NEW MADRID,Port Mary,Male,No,Unemployed,2021-05-27,Associate's degree
0000003073,003073,Court appointed guardian,Coleman,Tony,John,,2007-01-20,64437,JACKSON,South David,Male,No,Unemployed,2024-10-15,High school diploma or equivalent
0000003073,003073,Foster father,Barnes,Joseph,Jeremy,,2003-08-06,64437,JACKSON,South David,Male,Yes,Unemployed,2024-10-19,High school diploma or equivalent
0000003074,003074,Uncle,Reese,William,,,1975-04-10,64993,SCOTLAND,South Christopher,Male,Yes,Employed,2025-05-29,"Some college, no degree"
0000003074,003074,Father,Hammond,Willie,Timothy,,1993-03-29,64993,SCOTLAND,South Christopher,Male,Yes,Part-time,2025-09-03,"Some college, no degree"
0000003075,003075,Grandmother,Mueller,Tara,,,1976-03-17,63902,GENTRY,Cherylburgh,Female,Yes,Employed,2021-10-30,Associate's degree
0000003076,003076,Grandfather,Malone,Andrew,Rodney,,1978-04-07,65869,JOHNSON,North Emily,Male,Yes,Unemployed,2023-03-12,"Some college, no degree"
0000003077,003077,Stepmother,Bowman,Ashley,Janet,,1985-01-19,64565,LIVINGSTON,North Justinshire,Female,Yes,Unemployed,2024-10-16,"Some college, no degree"
0000003077,003077,Foster mother,Webster,Melinda,Lisa,,1978-03-23,64565,LIVINGSTON,North Justinshire,Female,No,Part-time,2021-07-26,High school diploma or equivalent
0000003078,003078,Foster Parent,Lawson,Zachary,Ronald,,1994-03-21,63933,BARRY,North Christina,Male,No,Employed,2024-08-17,Associate's degree
0000003079,003079,Foster father,Jackson,Joseph,Adam,,1978-04-12,64378,HICKORY,West Jesse,Male,No,Employed,2024-05-09,Bachelor's degree
0000003079,003079,Grandfather,Hayes,Frederick,Christopher,,1985-06-03,64378,HICKORY,West Jesse,Male,No,Not in Labor Force,2024-08-25,No high school diploma
0000003080,003080,Court appointed guardian,Hanna,Hunter,,,1971-11-04,65131,JACKSON,Lake Dwayneland,Male,Yes,Employed,2023-09-17,High school diploma or equivalent
0000003080,003080,Grandmother,Fernandez,Erica,,,2003-11-11,65131,JACKSON,Lake Dwayneland,Female,Yes,Employed,2024-03-17,Bachelor's degree
0000003081,003081,Grandfather,Acevedo,Scott,Trevor,,1999-08-09,63776,LINCOLN,South Cynthiaview,Male,No,Part-time,2025-07-03,Graduate or professional degree
0000003081,003081,Father,Shaw,James,,,1972-02-13,63776,LINCOLN,South Cynthiaview,Male,Yes,Employed,2022-05-29,High school diploma or equivalent
0000003082,003082,Foster mother,Rice,Rachel,Karen,,2006-09-10,65326,RIPLEY,North Noahview,Female,No,Unemployed,2024-02-05,High school diploma or equivalent
0000003082,003082,Father,Brewer,Dylan,,,1994-07-19,65326,RIPLEY,North Noahview,Male,No,Unemployed,2023-12-06,High school diploma or equivalent
0000003083,003083,Stepfather,Sharp,Steve,Randall,,2002-04-24,65223,STONE,Port Destiny,Male,No,Employed,2023-03-08,High school diploma or equivalent
0000003083,003083,Foster father,Avila,Charles,James,,1971-07-15,65223,STONE,Port Destiny,Male,Yes,Unemployed,2024-05-20,"Some college, no degree"
0000003084,003084,Stepmother,Hampton,Linda,Amber,,1996-01-12,65794,JOHNSON,South Brianberg,Female,No,Part-time,2021-11-13,Associate's degree
0000003084,003084,Adoptive parent,Fox,William,,,1993-09-02,65794,JOHNSON,South Brianberg,Male,Yes,Employed,2022-02-21,"Some college, no degree"
0000003085,003085,Uncle,Marshall,Aaron,Raymond,,1977-07-30,64935,DAVIESS,New Crystalton,Male,Yes,Employed,2023-11-15,"Some college, no degree"
0000003085,003085,Father,Williams,Steven,,,2003-08-10,64935,DAVIESS,New Crystalton,Male,Yes,Employed,2022-11-08,Bachelor's degree
0000003086,003086,Stepfather,Jones,Alejandro,,,2007-01-21,64267,WORTH,South Edward,Male,No,Employed,2022-04-22,"Some college, no degree"
0000003087,003087,Uncle,Escobar,Dale,James,,1987-04-06,63631,TANEY,Marissahaven,Male,No,Employed,2022-12-07,High school diploma or equivalent
0000003088,003088,Foster father,Gomez,Justin,Kenneth,,1990-10-03,65782,ST. CHARLES,New William,Male,No,Not in Labor Force,2021-09-16,Bachelor's degree
0000003089,003089,Grandmother,Horton,Paula,Taylor,,1992-07-19,65391,RIPLEY,Welchland,Female,No,Employed,2021-09-21,High school diploma or equivalent
0000003090,003090,Court appointed guardian,Brooks,Danny,,,2005-03-19,64428,RAY,Lake Carolfurt,Male,Yes,Employed,2021-11-26,"Some college, no degree"
0000003091,003091,Foster mother,Sherman,Heather,,,1989-07-23,64960,ANDREW,New Antonioberg,Female,Yes,Part-time,2022-07-04,Bachelor's degree
0000003092,003092,Foster Parent,Smith,Matthew,William,,1999-01-03,63022,LIVINGSTON,Lake Katherineburgh,Male,No,Part-time,2023-04-26,High school diploma or equivalent
0000003093,003093,Father,Chambers,John,Christopher,,1973-11-24,64968,LEWIS,Juanborough,Male,Yes,Employed,2024-07-25,Bachelor's degree
